,TotalPop,Men,Women,Income,Poverty,Drive,Carpool,Walk,OtherTransp,WorkAtHome,Employed,Unemployment,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Borough,County_x,Hispanic,Black,Asian,White,Office,Construction,Production,Professional,Service,CensusTract,Latitude,Longitude,0
8333,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.6767336683,-73.7608040201,7.0599176525614675
8334,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.6767336683,-73.757638191,7.0599176525614675
8335,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.6789949749,-73.7608040201,7.0599176525614675
8336,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.6789949749,-73.757638191,7.0599176525614675
8337,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.6789949749,-73.7544723618,7.0599176525614675
8338,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.681256281399996,-73.7608040201,7.0599176525614675
8339,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.681256281399996,-73.757638191,7.0599176525614675
8340,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.681256281399996,-73.7544723618,7.0599176525614675
8341,3044,1440,1604,74336.0,6.2,45.8,8.0,2.4,0.0,2.3,1460,8.3,71.0,26.8,2.2,0.0,Queens,Queens,6.1,84.3,0.3,3.6,24.7,11.2,11.2,28.6,24.3,36081035200,40.6835175879,-73.7544723618,7.0599176525614675
8342,2451,1081,1370,45610.0,26.4,27.4,10.7,2.0,1.6,4.2,1062,11.4,88.1,6.2,5.6,0.0,Queens,Queens,80.2,11.5,2.6,1.1,17.4,15.5,18.4,17.6,31.1,36081035300,40.7581407035,-73.8747738693,7.1984094284410824
8343,2451,1081,1370,45610.0,26.4,27.4,10.7,2.0,1.6,4.2,1062,11.4,88.1,6.2,5.6,0.0,Queens,Queens,80.2,11.5,2.6,1.1,17.4,15.5,18.4,17.6,31.1,36081035300,40.7604020101,-73.8747738693,7.1984094284410824
8344,2451,1081,1370,45610.0,26.4,27.4,10.7,2.0,1.6,4.2,1062,11.4,88.1,6.2,5.6,0.0,Queens,Queens,80.2,11.5,2.6,1.1,17.4,15.5,18.4,17.6,31.1,36081035300,40.7626633166,-73.8747738693,7.1984094284410824
8355,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.672211055300004,-73.7513065327,7.298486933007274
8356,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.6744723618,-73.7513065327,7.298486933007274
8357,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.6744723618,-73.7481407035,7.298486933007274
8358,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.6767336683,-73.7544723618,7.298486933007274
8359,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.6767336683,-73.7513065327,7.298486933007274
8360,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.6767336683,-73.7481407035,7.298486933007274
8361,4094,1822,2272,75368.0,7.4,47.5,6.7,4.9,0.9,3.0,2062,7.7,74.0,23.3,2.7,0.0,Queens,Queens,5.2,91.3,0.0,0.1,23.1,5.6,7.5,34.2,29.7,36081035800,40.6789949749,-73.7513065327,7.298486933007274
8362,2956,1534,1422,41990.0,21.7,12.0,6.4,8.8,5.5,7.0,1278,10.3,76.2,13.4,10.4,0.0,Queens,Queens,67.7,28.8,1.2,2.0,23.8,8.5,14.2,24.0,29.5,36081036100,40.7581407035,-73.8716080402,7.086293020517034
8363,2956,1534,1422,41990.0,21.7,12.0,6.4,8.8,5.5,7.0,1278,10.3,76.2,13.4,10.4,0.0,Queens,Queens,67.7,28.8,1.2,2.0,23.8,8.5,14.2,24.0,29.5,36081036100,40.7604020101,-73.8716080402,7.086293020517034
8364,2956,1534,1422,41990.0,21.7,12.0,6.4,8.8,5.5,7.0,1278,10.3,76.2,13.4,10.4,0.0,Queens,Queens,67.7,28.8,1.2,2.0,23.8,8.5,14.2,24.0,29.5,36081036100,40.7626633166,-73.8716080402,7.086293020517034
8365,2105,1092,1013,52841.0,21.3,22.3,12.3,1.6,1.0,0.0,1084,4.2,83.4,8.3,8.3,0.0,Queens,Queens,78.4,12.5,4.0,1.5,22.2,11.7,13.3,17.2,35.6,36081036300,40.7581407035,-73.8684422111,7.213384027763003
8366,2105,1092,1013,52841.0,21.3,22.3,12.3,1.6,1.0,0.0,1084,4.2,83.4,8.3,8.3,0.0,Queens,Queens,78.4,12.5,4.0,1.5,22.2,11.7,13.3,17.2,35.6,36081036300,40.7604020101,-73.8684422111,7.213384027763003
8367,3822,2219,1603,49375.0,23.3,17.4,4.7,10.9,3.8,1.2,1846,12.4,81.7,11.8,6.4,0.0,Queens,Queens,76.1,15.4,5.5,2.8,12.2,15.8,16.8,11.3,43.9,36081036500,40.7581407035,-73.8652763819,7.075769643773209
8368,3822,2219,1603,49375.0,23.3,17.4,4.7,10.9,3.8,1.2,1846,12.4,81.7,11.8,6.4,0.0,Queens,Queens,76.1,15.4,5.5,2.8,12.2,15.8,16.8,11.3,43.9,36081036500,40.7604020101,-73.8652763819,7.075769643773209
8369,3041,1394,1647,69250.0,11.0,47.7,7.4,2.5,0.0,3.2,1325,16.4,71.8,23.8,4.4,0.0,Queens,Queens,4.5,88.8,5.1,0.0,23.5,8.5,10.0,34.9,23.0,36081036600,40.681256281399996,-73.7639698492,7.317664636142787
8370,3041,1394,1647,69250.0,11.0,47.7,7.4,2.5,0.0,3.2,1325,16.4,71.8,23.8,4.4,0.0,Queens,Queens,4.5,88.8,5.1,0.0,23.5,8.5,10.0,34.9,23.0,36081036600,40.6835175879,-73.7639698492,7.317664636142787
8371,3041,1394,1647,69250.0,11.0,47.7,7.4,2.5,0.0,3.2,1325,16.4,71.8,23.8,4.4,0.0,Queens,Queens,4.5,88.8,5.1,0.0,23.5,8.5,10.0,34.9,23.0,36081036600,40.6835175879,-73.7608040201,7.317664636142787
8372,3041,1394,1647,69250.0,11.0,47.7,7.4,2.5,0.0,3.2,1325,16.4,71.8,23.8,4.4,0.0,Queens,Queens,4.5,88.8,5.1,0.0,23.5,8.5,10.0,34.9,23.0,36081036600,40.688040201,-73.7639698492,7.317664636142787
8373,3041,1394,1647,69250.0,11.0,47.7,7.4,2.5,0.0,3.2,1325,16.4,71.8,23.8,4.4,0.0,Queens,Queens,4.5,88.8,5.1,0.0,23.5,8.5,10.0,34.9,23.0,36081036600,40.6903015075,-73.7639698492,7.317664636142787
8374,2644,1186,1458,60000.0,13.6,23.2,9.2,14.7,1.9,1.8,1306,5.6,85.4,8.6,6.0,0.0,Queens,Queens,39.5,44.3,10.8,3.2,29.0,10.7,15.0,14.9,30.3,36081036700,40.7626633166,-73.8684422111,7.047946682764934
8375,2644,1186,1458,60000.0,13.6,23.2,9.2,14.7,1.9,1.8,1306,5.6,85.4,8.6,6.0,0.0,Queens,Queens,39.5,44.3,10.8,3.2,29.0,10.7,15.0,14.9,30.3,36081036700,40.7626633166,-73.8652763819,7.047946682764934
8376,2644,1186,1458,60000.0,13.6,23.2,9.2,14.7,1.9,1.8,1306,5.6,85.4,8.6,6.0,0.0,Queens,Queens,39.5,44.3,10.8,3.2,29.0,10.7,15.0,14.9,30.3,36081036700,40.7649246231,-73.8684422111,7.047946682764934
8377,2446,1172,1274,71923.0,7.2,42.9,12.3,0.8,0.0,3.2,1249,10.8,68.1,27.6,4.3,0.0,Queens,Queens,8.7,87.0,0.0,1.3,26.2,4.5,6.9,34.4,28.0,36081036800,40.6835175879,-73.7671356784,7.13584680804921
8378,2446,1172,1274,71923.0,7.2,42.9,12.3,0.8,0.0,3.2,1249,10.8,68.1,27.6,4.3,0.0,Queens,Queens,8.7,87.0,0.0,1.3,26.2,4.5,6.9,34.4,28.0,36081036800,40.6857788945,-73.7671356784,7.13584680804921
8379,2446,1172,1274,71923.0,7.2,42.9,12.3,0.8,0.0,3.2,1249,10.8,68.1,27.6,4.3,0.0,Queens,Queens,8.7,87.0,0.0,1.3,26.2,4.5,6.9,34.4,28.0,36081036800,40.6857788945,-73.7639698492,7.13584680804921
8380,1789,882,907,47209.0,27.9,30.2,12.0,6.0,0.0,1.7,846,11.5,85.9,12.9,1.2,0.0,Queens,Queens,51.1,28.6,18.0,2.3,35.2,12.5,12.9,28.8,10.5,36081037100,40.7626633166,-73.8621105528,7.132494904389369
8381,1789,882,907,47209.0,27.9,30.2,12.0,6.0,0.0,1.7,846,11.5,85.9,12.9,1.2,0.0,Queens,Queens,51.1,28.6,18.0,2.3,35.2,12.5,12.9,28.8,10.5,36081037100,40.7649246231,-73.8652763819,7.132494904389369
8382,2500,1228,1272,56320.0,17.3,25.6,12.5,4.9,0.4,1.0,1268,2.5,79.5,8.9,11.6,0.0,Queens,Queens,60.0,18.4,8.6,6.3,17.8,13.0,11.0,17.6,40.5,36081037300,40.7581407035,-73.8621105528,7.015170293265569
8383,2500,1228,1272,56320.0,17.3,25.6,12.5,4.9,0.4,1.0,1268,2.5,79.5,8.9,11.6,0.0,Queens,Queens,60.0,18.4,8.6,6.3,17.8,13.0,11.0,17.6,40.5,36081037300,40.7581407035,-73.85894472359999,7.015170293265569
8384,2500,1228,1272,56320.0,17.3,25.6,12.5,4.9,0.4,1.0,1268,2.5,79.5,8.9,11.6,0.0,Queens,Queens,60.0,18.4,8.6,6.3,17.8,13.0,11.0,17.6,40.5,36081037300,40.7581407035,-73.85577889449999,7.015170293265569
8385,2500,1228,1272,56320.0,17.3,25.6,12.5,4.9,0.4,1.0,1268,2.5,79.5,8.9,11.6,0.0,Queens,Queens,60.0,18.4,8.6,6.3,17.8,13.0,11.0,17.6,40.5,36081037300,40.7604020101,-73.8621105528,7.015170293265569
8386,2500,1228,1272,56320.0,17.3,25.6,12.5,4.9,0.4,1.0,1268,2.5,79.5,8.9,11.6,0.0,Queens,Queens,60.0,18.4,8.6,6.3,17.8,13.0,11.0,17.6,40.5,36081037300,40.7604020101,-73.85894472359999,7.015170293265569
8387,3946,2180,1766,45655.0,21.7,11.6,4.6,7.1,0.9,1.5,1936,7.1,86.8,3.6,9.3,0.3,Queens,Queens,88.7,2.5,5.9,0.8,12.9,15.9,17.1,11.4,42.7,36081037500,40.7490954774,-73.8684422111,7.273123511952092
8388,3946,2180,1766,45655.0,21.7,11.6,4.6,7.1,0.9,1.5,1936,7.1,86.8,3.6,9.3,0.3,Queens,Queens,88.7,2.5,5.9,0.8,12.9,15.9,17.1,11.4,42.7,36081037500,40.753618090500005,-73.8716080402,7.273123511952092
8389,3946,2180,1766,45655.0,21.7,11.6,4.6,7.1,0.9,1.5,1936,7.1,86.8,3.6,9.3,0.3,Queens,Queens,88.7,2.5,5.9,0.8,12.9,15.9,17.1,11.4,42.7,36081037500,40.755879397,-73.8716080402,7.273123511952092
8390,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6835175879,-73.757638191,7.3013334769534755
8391,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6857788945,-73.757638191,7.3013334769534755
8392,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6857788945,-73.7544723618,7.3013334769534755
8393,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6857788945,-73.7513065327,7.3013334769534755
8394,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.688040201,-73.7544723618,7.3013334769534755
8395,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.688040201,-73.7513065327,7.3013334769534755
8396,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6903015075,-73.757638191,7.3013334769534755
8397,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6903015075,-73.7544723618,7.3013334769534755
8398,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6903015075,-73.7513065327,7.3013334769534755
8399,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6925628141,-73.7544723618,7.3013334769534755
8400,5979,2551,3428,72198.0,5.6,51.9,3.6,1.7,1.1,2.9,3085,11.4,66.0,30.3,3.7,0.0,Queens,Queens,5.4,90.8,2.1,0.0,29.0,9.3,10.4,22.5,28.7,36081037600,40.6925628141,-73.7513065327,7.3013334769534755
8401,3717,1783,1934,46276.0,26.4,21.6,2.3,7.6,3.4,1.1,1597,10.5,84.7,5.1,10.2,0.0,Queens,Queens,87.2,10.0,2.4,0.0,22.4,13.4,18.2,9.5,36.5,36081037700,40.755879397,-73.8684422111,7.465726130798591
8402,7287,3991,3296,48523.0,22.6,12.3,5.0,9.7,4.2,0.0,3386,4.0,93.4,2.2,4.4,0.0,Queens,Queens,94.0,1.7,3.8,0.1,19.0,20.4,15.0,4.0,41.7,36081037900,40.753618090500005,-73.8652763819,7.339840590394794
8403,7287,3991,3296,48523.0,22.6,12.3,5.0,9.7,4.2,0.0,3386,4.0,93.4,2.2,4.4,0.0,Queens,Queens,94.0,1.7,3.8,0.1,19.0,20.4,15.0,4.0,41.7,36081037900,40.755879397,-73.8652763819,7.339840590394794
8404,7287,3991,3296,48523.0,22.6,12.3,5.0,9.7,4.2,0.0,3386,4.0,93.4,2.2,4.4,0.0,Queens,Queens,94.0,1.7,3.8,0.1,19.0,20.4,15.0,4.0,41.7,36081037900,40.755879397,-73.8621105528,7.339840590394794
8405,7798,4344,3454,48311.0,27.2,21.5,5.1,4.8,0.2,0.0,4014,6.5,87.0,5.3,7.6,0.0,Queens,Queens,83.2,11.6,3.3,1.1,17.4,20.5,12.9,12.2,37.0,36081038100,40.755879397,-73.85894472359999,7.242846120708416
8406,7798,4344,3454,48311.0,27.2,21.5,5.1,4.8,0.2,0.0,4014,6.5,87.0,5.3,7.6,0.0,Queens,Queens,83.2,11.6,3.3,1.1,17.4,20.5,12.9,12.2,37.0,36081038100,40.755879397,-73.85577889449999,7.242846120708416
8502,2420,1072,1348,62500.0,9.4,51.1,4.3,2.1,1.2,1.5,1173,16.3,72.5,25.5,2.0,0.0,Queens,Queens,8.6,85.1,4.0,2.0,18.2,4.1,11.0,23.2,43.6,36081038400,40.6903015075,-73.7481407035,7.094939347261035
8503,2420,1072,1348,62500.0,9.4,51.1,4.3,2.1,1.2,1.5,1173,16.3,72.5,25.5,2.0,0.0,Queens,Queens,8.6,85.1,4.0,2.0,18.2,4.1,11.0,23.2,43.6,36081038400,40.6925628141,-73.7481407035,7.094939347261035
8504,2420,1072,1348,62500.0,9.4,51.1,4.3,2.1,1.2,1.5,1173,16.3,72.5,25.5,2.0,0.0,Queens,Queens,8.6,85.1,4.0,2.0,18.2,4.1,11.0,23.2,43.6,36081038400,40.694824120599996,-73.7481407035,7.094939347261035
8505,2420,1072,1348,62500.0,9.4,51.1,4.3,2.1,1.2,1.5,1173,16.3,72.5,25.5,2.0,0.0,Queens,Queens,8.6,85.1,4.0,2.0,18.2,4.1,11.0,23.2,43.6,36081038400,40.694824120599996,-73.7449748744,7.094939347261035
8506,3010,1356,1654,57391.0,10.1,49.2,6.9,1.1,0.0,2.9,1511,16.6,72.4,22.0,5.2,0.4,Queens,Queens,7.4,87.1,0.4,0.6,26.1,4.7,8.9,31.4,28.9,36081039400,40.6857788945,-73.7608040201,7.147050511018878
8507,3010,1356,1654,57391.0,10.1,49.2,6.9,1.1,0.0,2.9,1511,16.6,72.4,22.0,5.2,0.4,Queens,Queens,7.4,87.1,0.4,0.6,26.1,4.7,8.9,31.4,28.9,36081039400,40.688040201,-73.7608040201,7.147050511018878
8508,3010,1356,1654,57391.0,10.1,49.2,6.9,1.1,0.0,2.9,1511,16.6,72.4,22.0,5.2,0.4,Queens,Queens,7.4,87.1,0.4,0.6,26.1,4.7,8.9,31.4,28.9,36081039400,40.688040201,-73.757638191,7.147050511018878
8509,3010,1356,1654,57391.0,10.1,49.2,6.9,1.1,0.0,2.9,1511,16.6,72.4,22.0,5.2,0.4,Queens,Queens,7.4,87.1,0.4,0.6,26.1,4.7,8.9,31.4,28.9,36081039400,40.6903015075,-73.7608040201,7.147050511018878
8510,3010,1356,1654,57391.0,10.1,49.2,6.9,1.1,0.0,2.9,1511,16.6,72.4,22.0,5.2,0.4,Queens,Queens,7.4,87.1,0.4,0.6,26.1,4.7,8.9,31.4,28.9,36081039400,40.6925628141,-73.757638191,7.147050511018878
8511,1731,823,908,62375.0,4.3,44.7,0.0,2.7,0.0,4.2,929,12.9,74.9,20.1,5.0,0.0,Queens,Queens,4.9,92.0,0.0,0.8,19.2,2.3,13.3,24.1,41.1,36081039800,40.6925628141,-73.7639698492,7.098957811047582
8512,1731,823,908,62375.0,4.3,44.7,0.0,2.7,0.0,4.2,929,12.9,74.9,20.1,5.0,0.0,Queens,Queens,4.9,92.0,0.0,0.8,19.2,2.3,13.3,24.1,41.1,36081039800,40.694824120599996,-73.7671356784,7.098957811047582
8513,1731,823,908,62375.0,4.3,44.7,0.0,2.7,0.0,4.2,929,12.9,74.9,20.1,5.0,0.0,Queens,Queens,4.9,92.0,0.0,0.8,19.2,2.3,13.3,24.1,41.1,36081039800,40.694824120599996,-73.7639698492,7.098957811047582
8514,4181,2249,1932,46362.0,19.9,7.5,7.5,3.3,2.1,0.0,1957,6.7,88.8,5.1,6.1,0.0,Queens,Queens,84.7,3.8,8.4,1.4,20.2,23.7,10.6,8.8,36.7,36081039900,40.7513567839,-73.85261306529999,7.147094546113536
8515,1476,699,777,73516.0,6.4,54.7,3.3,3.9,0.0,4.7,795,7.0,72.2,24.2,3.6,0.0,Queens,Queens,2.6,94.4,0.0,0.3,20.6,6.9,16.7,27.0,28.7,36081040000,40.6970854271,-73.7671356784,7.236179449769944
8516,1476,699,777,73516.0,6.4,54.7,3.3,3.9,0.0,4.7,795,7.0,72.2,24.2,3.6,0.0,Queens,Queens,2.6,94.4,0.0,0.3,20.6,6.9,16.7,27.0,28.7,36081040000,40.6970854271,-73.7639698492,7.236179449769944
8517,1476,699,777,73516.0,6.4,54.7,3.3,3.9,0.0,4.7,795,7.0,72.2,24.2,3.6,0.0,Queens,Queens,2.6,94.4,0.0,0.3,20.6,6.9,16.7,27.0,28.7,36081040000,40.6993467337,-73.7639698492,7.236179449769944
8518,8193,4402,3791,47702.0,22.9,15.4,2.5,7.8,1.3,1.2,4204,5.9,90.1,1.8,8.1,0.0,Queens,Queens,84.4,1.4,12.3,1.6,21.0,17.0,16.0,8.0,38.1,36081040100,40.7490954774,-73.85577889449999,7.116835344431816
8519,8193,4402,3791,47702.0,22.9,15.4,2.5,7.8,1.3,1.2,4204,5.9,90.1,1.8,8.1,0.0,Queens,Queens,84.4,1.4,12.3,1.6,21.0,17.0,16.0,8.0,38.1,36081040100,40.7513567839,-73.85894472359999,7.116835344431816
8520,8193,4402,3791,47702.0,22.9,15.4,2.5,7.8,1.3,1.2,4204,5.9,90.1,1.8,8.1,0.0,Queens,Queens,84.4,1.4,12.3,1.6,21.0,17.0,16.0,8.0,38.1,36081040100,40.7513567839,-73.85577889449999,7.116835344431816
8521,8193,4402,3791,47702.0,22.9,15.4,2.5,7.8,1.3,1.2,4204,5.9,90.1,1.8,8.1,0.0,Queens,Queens,84.4,1.4,12.3,1.6,21.0,17.0,16.0,8.0,38.1,36081040100,40.753618090500005,-73.85894472359999,7.116835344431816
8522,8193,4402,3791,47702.0,22.9,15.4,2.5,7.8,1.3,1.2,4204,5.9,90.1,1.8,8.1,0.0,Queens,Queens,84.4,1.4,12.3,1.6,21.0,17.0,16.0,8.0,38.1,36081040100,40.753618090500005,-73.85577889449999,7.116835344431816
8523,1617,629,988,81607.0,13.9,44.3,9.6,0.0,4.0,0.0,870,10.5,72.5,27.5,0.0,0.0,Queens,Queens,2.6,94.2,1.3,0.0,26.9,4.9,5.4,27.7,35.1,36081040200,40.6993467337,-73.7703015075,7.22638837608346
8524,1617,629,988,81607.0,13.9,44.3,9.6,0.0,4.0,0.0,870,10.5,72.5,27.5,0.0,0.0,Queens,Queens,2.6,94.2,1.3,0.0,26.9,4.9,5.4,27.7,35.1,36081040200,40.6993467337,-73.7671356784,7.22638837608346
8525,1617,629,988,81607.0,13.9,44.3,9.6,0.0,4.0,0.0,870,10.5,72.5,27.5,0.0,0.0,Queens,Queens,2.6,94.2,1.3,0.0,26.9,4.9,5.4,27.7,35.1,36081040200,40.7016080402,-73.7703015075,7.22638837608346
8526,1617,629,988,81607.0,13.9,44.3,9.6,0.0,4.0,0.0,870,10.5,72.5,27.5,0.0,0.0,Queens,Queens,2.6,94.2,1.3,0.0,26.9,4.9,5.4,27.7,35.1,36081040200,40.7016080402,-73.7671356784,7.22638837608346
8527,7310,4053,3257,46188.0,23.8,9.1,0.9,8.6,0.7,1.8,3881,4.1,87.4,3.5,9.1,0.0,Queens,Queens,88.8,0.1,7.9,1.5,14.8,16.9,14.7,7.2,46.4,36081040300,40.7490954774,-73.85894472359999,7.050872719147364
8528,7310,4053,3257,46188.0,23.8,9.1,0.9,8.6,0.7,1.8,3881,4.1,87.4,3.5,9.1,0.0,Queens,Queens,88.8,0.1,7.9,1.5,14.8,16.9,14.7,7.2,46.4,36081040300,40.7513567839,-73.8621105528,7.050872719147364
8529,7310,4053,3257,46188.0,23.8,9.1,0.9,8.6,0.7,1.8,3881,4.1,87.4,3.5,9.1,0.0,Queens,Queens,88.8,0.1,7.9,1.5,14.8,16.9,14.7,7.2,46.4,36081040300,40.753618090500005,-73.8621105528,7.050872719147364
8530,4316,1781,2535,53417.0,15.2,44.2,1.4,1.2,0.6,1.8,1999,14.9,78.1,17.6,4.3,0.0,Queens,Queens,7.1,87.8,1.2,0.6,25.8,8.2,10.4,21.5,34.2,36081040400,40.7038693467,-73.7734673367,7.142231991492282
8531,4316,1781,2535,53417.0,15.2,44.2,1.4,1.2,0.6,1.8,1999,14.9,78.1,17.6,4.3,0.0,Queens,Queens,7.1,87.8,1.2,0.6,25.8,8.2,10.4,21.5,34.2,36081040400,40.7038693467,-73.7703015075,7.142231991492282
8532,4316,1781,2535,53417.0,15.2,44.2,1.4,1.2,0.6,1.8,1999,14.9,78.1,17.6,4.3,0.0,Queens,Queens,7.1,87.8,1.2,0.6,25.8,8.2,10.4,21.5,34.2,36081040400,40.7038693467,-73.7671356784,7.142231991492282
8533,4316,1781,2535,53417.0,15.2,44.2,1.4,1.2,0.6,1.8,1999,14.9,78.1,17.6,4.3,0.0,Queens,Queens,7.1,87.8,1.2,0.6,25.8,8.2,10.4,21.5,34.2,36081040400,40.7061306533,-73.7734673367,7.142231991492282
8534,4316,1781,2535,53417.0,15.2,44.2,1.4,1.2,0.6,1.8,1999,14.9,78.1,17.6,4.3,0.0,Queens,Queens,7.1,87.8,1.2,0.6,25.8,8.2,10.4,21.5,34.2,36081040400,40.7061306533,-73.7703015075,7.142231991492282
8535,4316,1781,2535,53417.0,15.2,44.2,1.4,1.2,0.6,1.8,1999,14.9,78.1,17.6,4.3,0.0,Queens,Queens,7.1,87.8,1.2,0.6,25.8,8.2,10.4,21.5,34.2,36081040400,40.708391959800004,-73.7703015075,7.142231991492282
8536,3339,1849,1490,42557.0,30.5,1.3,7.0,10.1,1.7,1.6,1532,6.6,86.5,5.7,7.8,0.0,Queens,Queens,95.6,0.2,3.9,0.3,13.4,23.2,15.2,2.9,45.3,36081040500,40.7468341709,-73.8621105528,7.206114144537226
8537,3339,1849,1490,42557.0,30.5,1.3,7.0,10.1,1.7,1.6,1532,6.6,86.5,5.7,7.8,0.0,Queens,Queens,95.6,0.2,3.9,0.3,13.4,23.2,15.2,2.9,45.3,36081040500,40.7490954774,-73.8621105528,7.206114144537226
8538,7632,4367,3265,43355.0,16.2,9.2,2.8,9.9,1.2,0.3,3972,4.9,88.2,3.3,8.5,0.0,Queens,Queens,89.7,3.3,4.8,1.7,18.1,22.2,12.8,5.1,41.9,36081040700,40.7490954774,-73.8652763819,7.039694692532396
