,start_station_id,start_station_latitude,start_station_longitude,tripduration,tmp,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,BlockCode,County_y,State,BlockCode_11,borough_distance,distance_rank
13288944,3720,40.68461653897949,-73.98721285164356,267,tmp,36047007100,Kings,Brooklyn,5002,2121,2881,41.7,20.6,31.1,0.0,2.5,3731,36890.0,7245.0,25563.0,3683.0,28.3,43.0,44.4,17.0,24.8,3.2,10.6,5.7,2.7,70.9,11.2,1.9,7.6,41.1,1779,64.2,26.0,9.8,0.0,18.5,40.6835175879,-73.98874371859999,360470071003000,Kings,NY,36047007100,0.17780556575403955,1.0
13311773,3721,40.7675487799971,-73.92093345522879,1746,tmp,36081007300,Queens,Queens,4365,1851,2514,26.5,48.2,0.3,0.0,22.9,2874,60319.0,13277.0,39180.0,7861.0,21.5,47.6,57.1,19.4,14.8,6.2,2.5,9.1,0.9,78.8,0.6,3.6,7.0,34.5,2714,86.3,7.5,6.3,0.0,7.0,40.767185929600004,-73.92226130649999,360810073001002,Queens,NY,36081007300,0.1189189076247157,1.0
13324620,3723,40.69531727766904,-73.99015724658966,1192,tmp,36047001100,Kings,Brooklyn,967,518,449,9.4,57.5,9.7,2.7,16.9,836,107946.0,11352.0,71247.0,8548.0,8.8,0.0,79.0,2.0,15.9,3.2,0.0,0.9,3.9,71.1,15.5,1.2,7.4,29.5,813,89.4,7.5,3.1,0.0,4.0,40.694824120599996,-73.98874371859999,360470011001002,Kings,NY,36047001100,0.13122268304344528,1.0
13346979,3724,40.7667405590595,-73.9790689945221,4793,tmp,36061014300,New York,Manhattan,5,0,5,40.0,0.0,40.0,0.0,0.0,4,,,2980.0,11980.0,100.0,,,,,,,,,,,,,,0,,,,,100.0,40.767185929600004,-73.9792462312,360610143001048,New York,NY,36061014300,0.05173965379717559,1.0
13364966,3725,40.7687620293096,-73.95840793848038,2165,tmp,36061012600,New York,Manhattan,12427,5425,7002,6.1,76.4,1.4,0.0,13.1,9503,112614.0,31356.0,109141.0,19648.0,2.7,0.0,70.2,2.9,26.3,0.0,0.6,5.7,0.8,43.7,31.1,8.8,9.8,34.9,7971,90.4,3.9,5.7,0.0,2.3,40.7694472362,-73.9570854271,360610126006000,New York,NY,36061012600,0.13498334233636955,1.0
13383789,3726,40.74336608027021,-73.95960688591003,1015,tmp,36081000100,Queens,Queens,6403,3322,3081,6.0,61.5,5.5,0.0,21.1,4126,127807.0,12982.0,78858.0,7494.0,11.4,2.5,75.4,5.1,17.2,1.0,1.3,14.1,0.6,78.5,2.8,0.8,3.2,30.7,4205,88.8,7.0,4.2,0.0,3.5,40.7423115578,-73.9602512563,360810001001016,Queens,NY,36081000100,0.12925470291839358,1.0
13398480,3727,40.71766197083994,-73.94880026578903,634,tmp,36047050100,Kings,Brooklyn,2962,1394,1568,16.6,71.7,5.5,0.0,5.0,2297,73919.0,11658.0,44306.0,6374.0,11.1,17.9,51.6,23.0,17.4,3.7,4.3,10.7,1.8,65.0,12.1,5.6,4.7,30.6,1990,90.8,4.7,4.5,0.0,6.0,40.7174371859,-73.9475879397,360470501001001,Kings,NY,36047050100,0.10521889750182331,1.0
13414877,3728,40.69535693320225,-73.99344027042389,799,tmp,36047000900,Kings,Brooklyn,4162,1967,2195,7.7,68.9,5.0,0.0,12.8,3209,121083.0,44908.0,86132.0,12844.0,7.7,1.0,78.6,3.2,16.7,0.0,1.6,2.1,0.3,78.0,8.9,3.8,7.0,30.4,2632,86.8,7.8,5.4,0.0,5.1,40.694824120599996,-73.9919095477,360470009001000,Kings,NY,36047000900,0.142045019491126,1.0
13436885,3733,40.730563000000004,-73.973984,2584,tmp,36061004400,New York,Manhattan,16200,6893,9307,7.5,72.6,4.0,0.0,14.0,13929,93010.0,10005.0,57640.0,7553.0,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,10148,77.7,13.4,8.9,0.0,2.6,40.7310050251,-73.9729145729,360610044000001,New York,NY,36061004400,0.10267698142749235,1.0
13455175,3734,40.759125,-73.96265799999999,2259,tmp,36061010800,New York,Manhattan,9116,3862,5254,5.6,79.6,1.9,0.0,12.4,7521,127109.0,23481.0,128063.0,22207.0,3.8,0.0,78.4,4.5,16.3,0.0,0.8,10.1,3.2,44.1,30.2,2.8,9.6,26.9,5760,85.4,6.0,8.6,0.0,4.0,40.7581407035,-73.9634170854,360610108003000,New York,NY,36061010800,0.12679438617569427,1.0
13472925,3737,40.720746999999996,-73.986274,3038,tmp,36061003001,New York,Manhattan,4216,2239,1977,17.9,50.0,1.8,0.0,22.9,3258,62199.0,18372.0,60670.0,8201.0,16.0,37.8,65.1,15.3,17.5,0.0,2.2,1.2,0.0,64.4,22.4,9.3,2.8,28.8,3023,85.5,3.1,11.4,0.0,9.3,40.7196984925,-73.98557788939999,360610030014000,New York,NY,36061003001,0.13055719894967444,1.0
13492239,3745,40.75651272984955,-73.92957486212252,612,tmp,36081005500,Queens,Queens,943,515,428,41.5,24.4,0.8,1.0,25.6,629,58690.0,6000.0,29978.0,4885.0,18.0,35.9,28.4,29.2,15.4,9.6,17.3,15.9,4.3,68.3,9.3,2.1,0.0,41.4,571,84.1,10.7,5.3,0.0,7.5,40.755879397,-73.92859296479999,360810055001000,Queens,NY,36081005500,0.10865974801178033,1.0
13509051,3746,40.72430832160217,-74.00473035871983,4255,tmp,36061003700,New York,Manhattan,2666,1229,1437,7.8,79.3,2.2,0.0,8.8,1835,129904.0,35914.0,117725.0,19062.0,4.9,0.0,72.2,4.8,19.8,3.2,0.0,3.7,2.7,56.2,19.6,10.6,7.2,24.5,1638,90.6,1.6,7.8,0.0,3.4,40.7242211055,-74.0045728643,360610037003010,New York,NY,36061003700,0.01644287021817281,1.0
13527559,3747,40.777553742988864,-73.95512759685515,2499,tmp,36061014601,New York,Manhattan,4463,2184,2279,5.4,79.1,1.1,1.3,11.0,3267,120257.0,23922.0,98530.0,19391.0,3.8,0.0,73.8,6.9,18.8,0.0,0.5,6.0,0.7,68.8,15.5,3.2,5.7,32.2,3135,85.9,8.3,5.8,0.0,2.6,40.7784924623,-73.953919598,360610146011000,New York,NY,36061014601,0.1457902329199809,1.0
13545286,3749,40.747573958954796,-73.97880077362059,2326,tmp,36061007200,New York,Manhattan,7640,3515,4125,7.3,65.1,1.1,0.0,21.3,6011,104272.0,9148.0,88081.0,20137.0,9.2,23.5,67.3,4.4,24.8,0.7,2.9,0.5,1.1,52.4,36.8,2.3,6.8,25.0,5333,91.9,5.8,2.3,0.0,6.7,40.7468341709,-73.9792462312,360610072007000,New York,NY,36061007200,0.0904440999080117,1.0
13560177,3755,40.69064807082943,-73.95746178925037,918,tmp,36047023300,Kings,Brooklyn,4863,2067,2796,19.8,19.1,53.6,0.0,4.9,3383,33141.0,6249.0,23773.0,3200.0,33.0,43.5,39.1,24.4,24.1,1.9,10.5,6.3,0.8,78.2,7.2,4.3,3.1,39.2,2152,75.4,17.3,7.3,0.0,19.3,40.6903015075,-73.9570854271,360470233003001,Kings,NY,36047023300,0.04993518204085832,1.0
13578956,3756,40.704508000000004,-73.9351,436,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7038693467,-73.9349246231,360470485002008,Kings,NY,36047048500,0.07256022363004888,1.0
13597014,3757,40.710681,-73.93372,292,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7106532663,-73.9349246231,360470485001003,Kings,NY,36047048500,0.10161300684311417,1.0
13614906,3758,40.702996999999996,-73.92997,279,tmp,36047042700,Kings,Brooklyn,5609,3052,2557,69.8,16.7,7.3,0.2,4.4,2401,47055.0,5523.0,19636.0,2914.0,39.6,67.5,29.4,25.9,15.9,10.2,18.5,5.6,1.3,69.9,13.5,6.3,3.4,36.3,3047,85.7,4.5,9.5,0.3,12.6,40.7038693467,-73.92859296479999,360470427004001,Kings,NY,36047042700,0.15132023866678532,1.0
13633009,3759,40.70538,-73.92535,341,tmp,36047044700,Kings,Brooklyn,2480,1115,1365,52.3,23.9,19.0,0.0,3.8,1317,50114.0,8823.0,25196.0,4818.0,29.5,43.7,36.4,30.7,12.6,10.4,10.0,5.1,2.7,78.7,5.9,4.1,3.6,38.8,1187,83.7,9.0,7.2,0.0,13.2,40.7061306533,-73.92542713569999,360470447002000,Kings,NY,36047044700,0.0837479843836211,1.0
13651062,3760,40.705614000000004,-73.92153,482,tmp,36047044700,Kings,Brooklyn,2480,1115,1365,52.3,23.9,19.0,0.0,3.8,1317,50114.0,8823.0,25196.0,4818.0,29.5,43.7,36.4,30.7,12.6,10.4,10.0,5.1,2.7,78.7,5.9,4.1,3.6,38.8,1187,83.7,9.0,7.2,0.0,13.2,40.7061306533,-73.92226130649999,360470447002002,Kings,NY,36047044700,0.08429045429983857,1.0
13669050,3761,40.697842,-73.926241,704,tmp,36047042100,Kings,Brooklyn,4016,2053,1963,62.6,12.0,20.6,0.3,3.3,2523,34362.0,9773.0,18035.0,2307.0,24.6,41.2,20.1,33.0,20.9,13.7,12.3,8.0,2.4,82.8,4.8,1.6,0.4,42.1,2034,92.3,7.1,0.6,0.0,13.0,40.6970854271,-73.92542713569999,360470421003001,Kings,NY,36047042100,0.10859264073011918,1.0
13686176,3762,40.677027,-73.9865,493,tmp,36047011900,Kings,Brooklyn,1614,780,834,24.2,59.0,4.1,0.0,6.0,1176,82969.0,12235.0,53640.0,9644.0,7.9,12.6,58.6,10.5,21.0,6.6,3.4,3.8,3.0,69.9,6.3,6.1,10.9,34.0,1064,78.5,6.6,14.9,0.0,7.2,40.6767336683,-73.98557788939999,360470119003003,Kings,NY,36047011900,0.08435158543431716,1.0
13705218,3763,40.707165,-73.923711,827,tmp,36047044700,Kings,Brooklyn,2480,1115,1365,52.3,23.9,19.0,0.0,3.8,1317,50114.0,8823.0,25196.0,4818.0,29.5,43.7,36.4,30.7,12.6,10.4,10.0,5.1,2.7,78.7,5.9,4.1,3.6,38.8,1187,83.7,9.0,7.2,0.0,13.2,40.7061306533,-73.92226130649999,360470447002002,Kings,NY,36047044700,0.16786384678612887,1.0
13723373,3764,40.705517,-73.93936,292,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7061306533,-73.93809045229999,360470485001016,Kings,NY,36047048500,0.12695758565533674,1.0
13741447,3765,40.709897,-73.94008000000001,196,tmp,36047049300,Kings,Brooklyn,7398,3311,4087,63.6,19.2,9.3,0.0,3.4,4838,30613.0,8494.0,22531.0,4881.0,29.6,35.3,40.6,22.8,20.7,3.9,12.0,9.0,1.8,69.0,8.5,6.2,5.5,35.2,3582,76.2,13.8,10.0,0.0,10.8,40.7106532663,-73.9412562814,360470493001000,Kings,NY,36047049300,0.13004683284664784,1.0
13759467,3766,40.715353,-73.93856,655,tmp,36047048100,Kings,Brooklyn,3092,1340,1752,38.7,46.0,4.3,0.0,9.2,2165,72717.0,10764.0,34720.0,4579.0,15.7,5.7,59.9,22.5,8.2,3.3,6.1,15.6,4.8,66.6,4.9,3.0,5.1,33.5,1690,81.4,6.7,11.9,0.0,10.2,40.7151758794,-73.93809045229999,360470481001000,Kings,NY,36047048100,0.04421795851082933,1.0
13777518,3767,40.713229999999996,-73.93894,413,tmp,36047048100,Kings,Brooklyn,3092,1340,1752,38.7,46.0,4.3,0.0,9.2,2165,72717.0,10764.0,34720.0,4579.0,15.7,5.7,59.9,22.5,8.2,3.3,6.1,15.6,4.8,66.6,4.9,3.0,5.1,33.5,1690,81.4,6.7,11.9,0.0,10.2,40.7129145729,-73.93809045229999,360470481002001,Kings,NY,36047048100,0.07975723932588136,1.0
13795585,3768,40.710190000000004,-73.93734,314,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7106532663,-73.93809045229999,360470485001005,Kings,NY,36047048500,0.0816014124078581,1.0
13813634,3769,40.707174,-73.93581,198,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7061306533,-73.9349246231,360470485001017,Kings,NY,36047048500,0.13798948562718136,1.0
13831627,3770,40.702831,-73.9333,474,tmp,36047045300,Kings,Brooklyn,2262,1351,911,51.1,24.3,21.6,0.0,2.7,1406,55536.0,11079.0,23660.0,4676.0,43.0,60.9,38.0,28.6,18.9,3.0,11.4,3.0,4.5,70.6,6.3,8.9,6.8,37.2,1152,88.2,3.0,8.8,0.0,18.6,40.7038693467,-73.93175879399999,360470453002011,Kings,NY,36047045300,0.17386334308720522,1.0
13849738,3771,40.706237,-73.933871,617,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7061306533,-73.9349246231,360470485001017,Kings,NY,36047048500,0.08962482674294486,1.0
13867795,3772,40.713811,-73.93515,294,tmp,36047048500,Kings,Brooklyn,3034,1756,1278,44.1,45.6,5.1,0.0,3.8,2396,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155,83.2,8.0,8.7,0.0,6.4,40.7129145729,-73.9349246231,360470485001000,Kings,NY,36047048500,0.10150385131332486,1.0
13885785,3773,40.70539,-73.92976,405,tmp,36047045300,Kings,Brooklyn,2262,1351,911,51.1,24.3,21.6,0.0,2.7,1406,55536.0,11079.0,23660.0,4676.0,43.0,60.9,38.0,28.6,18.9,3.0,11.4,3.0,4.5,70.6,6.3,8.9,6.8,37.2,1152,88.2,3.0,8.8,0.0,18.6,40.7061306533,-73.92859296479999,360470453001012,Kings,NY,36047045300,0.1283367151069917,1.0
13903738,3774,40.704425,-73.92836,329,tmp,36047042700,Kings,Brooklyn,5609,3052,2557,69.8,16.7,7.3,0.2,4.4,2401,47055.0,5523.0,19636.0,2914.0,39.6,67.5,29.4,25.9,15.9,10.2,18.5,5.6,1.3,69.9,13.5,6.3,3.4,36.3,3047,85.7,4.5,9.5,0.3,12.6,40.7038693467,-73.92859296479999,360470427004001,Kings,NY,36047042700,0.06485193786556646,1.0
13921797,3775,40.702013,-73.923769,460,tmp,36047042900,Kings,Brooklyn,5743,2905,2838,75.7,17.9,3.3,0.0,1.5,2498,45382.0,4017.0,18377.0,2011.0,26.3,36.1,19.5,35.3,14.4,13.4,17.5,5.4,4.6,67.3,13.2,6.4,3.1,41.4,3050,82.4,7.1,10.5,0.0,13.6,40.7016080402,-73.92226130649999,360470429003000,Kings,NY,36047042900,0.13487958271723335,1.0
13939835,3776,40.700003,-73.92834,597,tmp,36047042300,Kings,Brooklyn,4986,2803,2183,74.0,16.1,5.3,0.0,3.9,2327,51083.0,24847.0,18141.0,2685.0,24.7,36.4,23.1,30.6,14.6,14.8,16.8,6.6,2.7,71.2,9.9,3.8,5.8,37.7,2442,85.3,8.6,6.1,0.0,12.8,40.6993467337,-73.92859296479999,360470423002003,Kings,NY,36047042300,0.07604947953081244,1.0
13957905,3777,40.699304,-73.92304399999999,319,tmp,36047043100,Kings,Brooklyn,5655,2862,2793,69.8,15.4,1.4,0.0,12.9,2532,42269.0,7394.0,19242.0,3083.0,36.4,57.8,35.0,32.5,9.9,9.1,13.4,5.7,0.8,80.2,6.8,4.6,1.9,40.5,2759,87.3,8.1,4.6,0.0,11.7,40.6993467337,-73.92226130649999,360470431004001,Kings,NY,36047043100,0.06617391896882617,1.0
13975953,3778,40.7027,-73.92095,261,tmp,36047042900,Kings,Brooklyn,5743,2905,2838,75.7,17.9,3.3,0.0,1.5,2498,45382.0,4017.0,18377.0,2011.0,26.3,36.1,19.5,35.3,14.4,13.4,17.5,5.4,4.6,67.3,13.2,6.4,3.1,41.4,3050,82.4,7.1,10.5,0.0,13.6,40.7016080402,-73.92226130649999,360470429003000,Kings,NY,36047042900,0.16425296764440925,1.0
13994044,3779,40.704876,-73.919911,467,tmp,36047044500,Kings,Brooklyn,4963,2527,2436,60.8,17.7,4.9,0.0,11.8,2244,42894.0,4015.0,20476.0,3602.0,28.7,40.5,32.8,24.1,22.7,11.9,8.3,10.2,2.8,67.7,7.9,5.0,6.5,42.5,2506,83.8,7.3,8.9,0.0,7.3,40.7038693467,-73.91909547739999,360470445002003,Kings,NY,36047044500,0.13140031269462937,1.0
14012062,3781,40.698568,-73.918877,716,tmp,36047043100,Kings,Brooklyn,5655,2862,2793,69.8,15.4,1.4,0.0,12.9,2532,42269.0,7394.0,19242.0,3083.0,36.4,57.8,35.0,32.5,9.9,9.1,13.4,5.7,0.8,80.2,6.8,4.6,1.9,40.5,2759,87.3,8.1,4.6,0.0,11.7,40.6993467337,-73.91909547739999,360470431001000,Kings,NY,36047043100,0.08855613729849511,1.0
14032439,3782,40.698458,-73.997178,1077,tmp,36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841.0,13607.0,89303.0,13293.0,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,6463,91.6,5.9,2.5,0.0,4.4,40.6993467337,-73.998241206,360610007002000,New York,NY,36061000700,0.133456815303505,1.0
14050539,3783,40.70838,-74.00495,3071,tmp,36061001501,New York,Manhattan,6502,3007,3495,10.2,57.6,5.6,0.0,25.1,5474,81867.0,11845.0,80454.0,18586.0,10.3,0.0,67.8,6.9,20.1,2.5,2.6,5.7,0.0,50.6,32.0,6.8,5.0,22.5,3663,86.3,10.8,2.9,0.0,5.0,40.708391959800004,-74.0045728643,360610015013017,New York,NY,36061001501,0.031826590653168674,1.0
14066499,3787,40.69985,-73.97140999999999,444,tmp,36047054300,Kings,Brooklyn,382,214,168,23.6,50.8,17.0,0.0,2.6,255,92500.0,48818.0,54282.0,19808.0,10.2,40.3,56.5,15.5,21.9,0.0,6.1,16.8,0.0,46.0,4.0,8.0,25.2,39.0,278,85.3,9.7,5.0,0.0,10.3,40.6993467337,-73.9729145729,360470543001012,Kings,NY,36047054300,0.13867719713244894,1.0
14086744,3788,40.732690000000005,-73.98974,3290,tmp,36061004200,New York,Manhattan,5338,2464,2874,4.5,70.1,5.5,0.0,17.3,4037,146304.0,21885.0,62141.0,9194.0,11.5,12.9,63.4,9.4,26.9,0.2,0.0,3.8,0.0,47.7,31.2,8.1,9.4,21.6,2487,91.0,3.0,6.0,0.0,6.5,40.7332663317,-73.98874371859999,360610042001000,New York,NY,36061004200,0.10564458579698564,1.0
14101721,3789,40.68186,-73.95943199999999,211,tmp,36047022700,Kings,Brooklyn,3725,1910,1815,13.1,21.0,56.3,0.0,5.4,2733,53363.0,8368.0,31944.0,6324.0,14.2,12.2,45.5,25.1,22.6,2.5,4.4,8.3,1.7,72.3,2.7,3.9,11.2,38.1,1997,68.8,18.7,12.5,0.0,12.3,40.681256281399996,-73.9602512563,360470227003000,Kings,NY,36047022700,0.09635757809785536,1.0
14118889,3790,40.7003,-73.99158100000001,1210,tmp,36047000100,Kings,Brooklyn,4304,2196,2108,9.8,70.4,10.5,0.0,5.8,3501,70938.0,25488.0,64507.0,11170.0,15.2,0.0,66.6,9.3,19.5,3.0,1.6,7.4,0.6,63.9,9.1,3.4,15.6,32.7,2220,74.2,9.3,16.5,0.0,4.1,40.6993467337,-73.9919095477,360470001004001,Kings,NY,36047000100,0.10959155785270998,1.0
14140914,3793,40.732339777151054,-73.97898383438587,418,tmp,36061004400,New York,Manhattan,16200,6893,9307,7.5,72.6,4.0,0.0,14.0,13929,93010.0,10005.0,57640.0,7553.0,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,10148,77.7,13.4,8.9,0.0,2.6,40.7332663317,-73.9792462312,360610044001000,New York,NY,36061004400,0.10540682144324899,1.0
14155521,3795,40.671907,-73.993612,282,tmp,36047011900,Kings,Brooklyn,1614,780,834,24.2,59.0,4.1,0.0,6.0,1176,82969.0,12235.0,53640.0,9644.0,7.9,12.6,58.6,10.5,21.0,6.6,3.4,3.8,3.0,69.9,6.3,6.1,10.9,34.0,1064,78.5,6.6,14.9,0.0,7.2,40.672211055300004,-73.99507537689999,360470119001016,Kings,NY,36047011900,0.12800282471842067,1.0
14177238,3799,40.74964,-73.98805,176,tmp,36061010100,New York,Manhattan,1259,758,501,5.8,52.3,4.7,0.0,34.6,802,159821.0,16784.0,118772.0,18873.0,11.4,0.0,74.2,6.0,17.0,1.1,1.7,4.2,1.1,41.1,38.3,7.4,7.9,23.6,932,90.7,3.6,5.7,0.0,5.7,40.7490954774,-73.98874371859999,360610101001008,New York,NY,36061010100,0.08417527859824502,1.0
14195200,116,40.74177603,-74.00149746,1891,tmp,36061008300,New York,Manhattan,3929,1534,2395,30.5,49.0,5.8,0.0,11.5,2974,69303.0,17227.0,65689.0,16152.0,18.5,12.5,56.8,10.4,31.2,0.9,0.7,2.0,0.8,68.0,17.0,5.8,6.4,28.0,2170,84.7,9.1,6.2,0.0,11.3,40.7423115578,-74.0014070352,360610083001000,New York,NY,36061008300,0.060052137354748174,1.0
14209998,119,40.69608941,-73.97803415,130,tmp,36047021100,Kings,Brooklyn,1362,684,678,38.8,18.2,35.3,0.0,5.1,1004,43000.0,9371.0,33109.0,8009.0,18.7,21.4,44.3,22.7,17.6,3.8,11.5,25.8,2.3,54.7,4.7,8.2,4.4,42.1,731,70.9,20.9,8.2,0.0,9.2,40.6970854271,-73.9792462312,360470211001001,Kings,NY,36047021100,0.15073802156086927,1.0
14228094,120,40.68676793,-73.95928168,298,tmp,36047023100,Kings,Brooklyn,3506,1711,1795,8.9,41.5,37.9,0.0,4.4,2894,77039.0,8111.0,36598.0,4034.0,19.0,19.7,55.3,13.9,21.7,4.8,4.4,13.4,0.0,64.4,10.6,5.5,6.1,39.8,2000,82.6,11.9,5.5,0.0,11.8,40.6857788945,-73.9602512563,360470231002002,Kings,NY,36047023100,0.1370765189966143,1.0
14249304,127,40.73172428,-74.00674436,1558,tmp,36061006900,New York,Manhattan,2604,1447,1157,7.6,73.9,2.8,0.0,7.1,2041,183750.0,35202.0,139299.0,25912.0,7.4,3.0,75.2,1.7,22.6,0.0,0.5,8.2,0.0,44.9,16.1,15.9,14.9,26.4,1551,85.1,6.3,8.6,0.0,3.4,40.7310050251,-74.0077386935,360610069001007,New York,NY,36061006900,0.1158641566910505,1.0
14267288,128,40.72710258,-74.00297088,1840,tmp,36061004900,New York,Manhattan,4388,2315,2073,5.0,83.0,2.6,0.0,8.1,3276,97929.0,10854.0,89563.0,14834.0,4.7,0.0,75.6,4.9,15.3,2.8,1.5,7.6,0.3,46.8,22.9,13.2,9.2,22.9,2980,81.9,5.2,12.9,0.0,5.0,40.7264824121,-74.0014070352,360610049003001,New York,NY,36061004900,0.1487794249729471,1.0
14281372,143,40.69239502,-73.99337909,591,tmp,36047000900,Kings,Brooklyn,4162,1967,2195,7.7,68.9,5.0,0.0,12.8,3209,121083.0,44908.0,86132.0,12844.0,7.7,1.0,78.6,3.2,16.7,0.0,1.6,2.1,0.3,78.0,8.9,3.8,7.0,30.4,2632,86.8,7.8,5.4,0.0,5.1,40.6925628141,-73.9919095477,360470009001003,Kings,NY,36047000900,0.12533372967544373,1.0
14301173,144,40.69839895,-73.98068914,272,tmp,36047054300,Kings,Brooklyn,382,214,168,23.6,50.8,17.0,0.0,2.6,255,92500.0,48818.0,54282.0,19808.0,10.2,40.3,56.5,15.5,21.9,0.0,6.1,16.8,0.0,46.0,4.0,8.0,25.2,39.0,278,85.3,9.7,5.0,0.0,10.3,40.6993467337,-73.9792462312,360470543001044,Kings,NY,36047054300,0.16099505245731777,1.0
14321341,146,40.71625008,-74.0091059,833,tmp,36061002100,New York,Manhattan,6735,3484,3251,3.4,75.4,1.5,0.0,15.2,4365,,,193017.0,27307.0,2.9,1.9,79.6,1.0,19.1,0.0,0.3,6.7,1.2,53.7,21.6,8.7,8.2,24.6,4160,88.5,3.3,8.1,0.0,1.6,40.7151758794,-74.0077386935,360610021001003,New York,NY,36061002100,0.16601910897618494,1.0
14339397,150,40.720873600000004,-73.98085795,949,tmp,36061002202,New York,Manhattan,2019,872,1147,14.6,54.5,4.3,0.0,23.9,1585,68750.0,27796.0,58922.0,14934.0,17.4,8.8,65.6,11.8,16.8,3.9,1.9,1.9,0.5,58.4,28.4,7.9,2.9,29.1,1492,80.9,3.0,14.8,1.3,5.5,40.721959799000004,-73.98241206029999,360610022021001,New York,NY,36061002202,0.17821602845703738,1.0
14357541,151,40.72210378668603,-73.99724900722505,2111,tmp,36061004500,New York,Manhattan,984,519,465,2.5,67.9,0.3,0.0,25.2,646,139079.0,50950.0,118156.0,32724.0,3.8,0.0,65.7,2.7,25.2,1.3,5.2,5.4,0.0,53.9,16.3,7.1,17.3,24.1,560,85.0,1.4,13.6,0.0,3.3,40.721959799000004,-73.998241206,360610045001001,New York,NY,36061004500,0.08516116655281261,1.0
14371860,157,40.69089272,-73.99612349,516,tmp,36047004500,Kings,Brooklyn,3318,1539,1779,3.6,86.3,1.4,0.0,5.1,2615,138281.0,20771.0,92429.0,10077.0,3.7,0.0,76.3,5.7,16.2,0.6,1.3,4.4,0.2,66.9,13.1,5.6,9.8,32.4,2177,80.3,10.4,9.3,0.0,3.7,40.6903015075,-73.99507537689999,360470045001001,Kings,NY,36047004500,0.11017461611942257,1.0
14393662,161,40.72917025,-73.99810231,1387,tmp,36061005501,New York,Manhattan,4747,2536,2211,0.9,72.8,2.5,0.4,17.0,3363,134417.0,45311.0,70297.0,9743.0,4.8,0.0,93.3,1.0,5.1,0.0,0.6,8.4,2.8,30.3,54.7,1.1,2.6,23.0,2714,89.1,5.5,5.4,0.0,3.6,40.7287437186,-73.998241206,360610055012000,New York,NY,36061005501,0.04886622536435852,1.0
14411857,164,40.75323098,-73.97032517,1054,tmp,36061009000,New York,Manhattan,7306,3428,3878,10.0,60.1,2.4,0.0,25.4,4943,119196.0,17482.0,101494.0,15029.0,8.9,0.0,73.1,1.8,19.7,3.1,2.2,3.4,1.0,37.0,44.7,5.6,8.4,26.8,5443,86.4,9.5,4.0,0.0,2.2,40.753618090500005,-73.9697487437,360610090005001,New York,NY,36061009000,0.06490760215243704,1.0
